N,a,v,t,T_obs,M_obs,V_obs
10,0.5966153396224025,1.6340126289051016,0.37676498617886656,6,0.42568994923414616,0.06762795581667161
10,1.9131866853245199,1.510500197439836,0.4337238372302483,8,1.2428804240408033,0.13386629604923042
10,1.5941141335391873,0.9931241175876162,0.21680425067301765,7,0.9045153185930559,0.49419946646765794
10,1.1314107363834938,1.2526428972188184,0.39414891586924594,9,0.7899097783268785,0.04603885407662983
10,1.270451051696246,1.0076319805730447,0.16108137315841972,8,0.33427265559437463,0.2838292733000408
10,0.8026615947562803,0.930109960912566,0.2483792876102088,9,0.3815074079846714,0.7547233849787927
10,1.2655521999886257,1.5606606525254805,0.4463080890244885,8,0.7133647235740684,0.0726538044208214
10,0.5485578951348812,0.5710485878955242,0.4436381011062748,8,0.6566312344619695,2.3668705636931464
10,1.2769883547973393,1.6610814471110038,0.10973266486032776,9,0.6573197104822435,0.09792771795663462
10,1.329216368485651,0.7363237248451611,0.34903460510007145,6,0.9202902735497454,0.8333318684691733
10,1.204700905436015,0.6245758709518338,0.2377397683750301,8,0.4914121112503176,1.3535468427580077
10,1.9014960844553772,1.177212200650236,0.2597435337031245,8,0.8847514961351174,0.6088970026618793
10,1.727506760381222,1.9697159017837607,0.46267523092007645,10,0.9502669718914596,0.15199355548811702
10,1.1211948070471767,1.5710053660090275,0.14241666325570887,8,0.28046976497098497,0.05551080222992961
10,1.3780186860393357,1.5953908637769514,0.4367923917965646,9,0.8169314158764795,0.1424877287057854
10,1.1893013587115726,1.3557784392753498,0.15216419860159747,5,0.4090943242077239,0.03232372530164055
10,0.6855934443603621,1.1104421506801165,0.2991341003079265,7,0.44937127018088385,0.10758623922998757
10,1.8611714007256204,1.948567141563259,0.3457296023221468,9,0.7896820510937674,0.06731692116730134
10,1.5446656485986732,1.222157541111463,0.48928424336446863,9,0.8130907573440374,0.3206042573404053
10,1.2359781405527632,1.251497706977608,0.24797342212623416,5,0.6329894819065865,0.17690489652411973
10,0.9516091471488408,1.4332850276996216,0.45723640804002996,6,0.7343836900332354,0.03794501383688959
10,0.7634699148478205,1.010528409732068,0.22685113571015736,8,0.31327516087933654,0.2204687522580477
10,1.4392124446183243,1.4820057465493495,0.1480041240122021,8,0.5832243223622684,0.17256613760113135
10,1.4993840050748999,1.6578162370749274,0.2738723108925297,7,0.7029348298293004,0.1372231972968129
10,0.9817734971035105,1.3408403341258244,0.1481011052923262,7,0.4233807433740294,0.05694464648265714
10,1.969761922335938,1.5606197607043082,0.1201343365139779,9,0.5976343820513559,0.18047069075440805
10,1.1757581958289856,0.9160627297985939,0.3515920316753395,8,0.7657637434149889,0.5853862993832708
10,1.311904516282988,1.5569290388896673,0.4937249387647553,10,0.8089441636114555,0.1253660506310606
10,1.4934627092449975,0.8616078748830365,0.24548436214898495,9,0.9036092605372874,0.18445047835721703
10,1.8256899993166742,1.430452228969775,0.4849070927575848,10,1.00889889830177,0.27328725708812274
10,1.0723471798763384,1.3887687644424351,0.10833783212338806,8,0.447975134439262,0.16240703220325942
10,1.7933991033054808,0.6950703060862896,0.32899408123201385,9,1.933998093208373,1.1688888614112174
10,0.8743010007670218,1.4255023455141451,0.46154996907210444,8,0.7433752341206377,0.1072128190431197
10,1.965847005973702,1.0302371962918047,0.4350923840774925,9,1.2826561359503872,0.5272025836111202
10,1.100671275819275,1.4131304987324862,0.23413611940956938,7,0.33290926798117404,0.1265156383483202
10,1.4380438342178834,0.7621844539670422,0.38222601707822945,9,0.9396185907290878,0.3050244048355292
10,0.6089542575925759,0.8907547050899685,0.28785380655641,7,0.5495063908818553,0.2490274408167713
10,1.964326415293607,0.95335703991468,0.446678663540517,10,1.155846599170599,0.39337549598818816
10,0.7908781522491566,1.4850993313974101,0.4190111179187024,10,0.5809960571310284,0.02619370956246123
10,1.4893757833256231,1.4674845481394863,0.4120615585080415,8,0.7249898907335427,0.1336426614417337
10,1.4666594671649116,1.9322214987544089,0.3886307530553902,9,0.5604810585118617,0.034516275234425096
10,0.8131924832356116,0.8885616268514462,0.46640598296937885,6,0.5330086316097166,0.32552058547224516
10,0.6339394657210048,1.2818504333791507,0.3491394884889579,8,0.5446116452223995,0.09806103200825605
10,0.9349418405934996,0.5959996015203805,0.14109977213725866,8,-0.18243090509386856,1.6012978984714306
10,1.2223464713883212,1.9942935768112076,0.3912071484664461,9,0.6078995425417363,0.1057822283145805
10,1.487384641407528,0.7417375745089623,0.30919360447732014,7,1.0085659300498788,0.8269607204182197
10,0.5030812244930851,1.3878264476338682,0.25185310371663205,4,0.37736781874114217,0.03910342089574366
10,0.6627657420592759,1.3697846344655042,0.23358340267066163,7,0.42485180331919264,0.10384106651819788
10,1.5751057892258071,1.877292053620267,0.22850851452010124,10,0.5774480483889293,0.07873669732818081
10,1.7637957876198125,0.6902676579732041,0.18862636057116058,8,0.5822982802467219,0.6037330379979435
10,1.1661203997393594,0.7258429668852165,0.40528768929660053,8,0.36364049919538965,0.6829893315702875
10,0.8096698773001392,1.890553001757454,0.4898406825894813,10,0.670176045938367,0.04756678142224105
10,1.6285103178402458,1.3691818330076682,0.18938954048203227,8,0.6964459851360514,0.26606012196169776
10,1.3264078929727465,1.3208159257420005,0.37734926071854824,8,0.711498886612276,0.1395914081462282
10,0.6906353044231922,1.411864041151266,0.19206309681644065,6,0.3750339223213809,0.10555035976377573
10,1.260144891653256,0.9441810071583094,0.4267127667764601,8,1.0469483488020708,0.3867014927566475
10,1.7415034264380118,1.3986717409301404,0.15282571819755725,9,0.4782993308986152,0.2033824381417902
10,0.6512170129115371,1.43475612158167,0.47094545679355193,9,0.6003003785361147,0.1017402255371927
10,0.7543173563446577,0.6713275627745572,0.26673285264098123,8,-0.2791112251541574,0.4296192181330893
10,0.7248571061625142,0.5659475318061927,0.3933249811657178,7,0.3609518001391534,0.8571670447451506
10,1.1422930537258058,0.5720510187328038,0.40370685741097545,8,0.8232773596637574,1.105983205749786
10,1.628228640129394,0.7522873832863923,0.26482544138487973,8,0.5890638983307195,0.29432701350621426
10,1.8632987845943807,0.8928443538579335,0.41804411356657833,8,0.7876869213598704,1.2899427881916397
10,1.9464645494161692,0.9807500012473411,0.12082390347462378,8,0.8072380984301789,0.37218118411087286
10,0.9927068324458055,1.3786575318227712,0.38167806446738584,8,0.6605014714097981,0.14006602039090915
10,1.8366197372297783,1.480536521031609,0.2163511885658052,10,0.9236947350585756,0.22204371953426555
10,1.9987785906171744,1.8102954792838861,0.48302240992129697,10,0.9656044629903128,0.08250451905222946
10,1.531776305694188,0.614427461299849,0.15617628908217857,8,0.8768608576885506,1.6115987934457234
10,1.2974402507900222,1.6861656208358962,0.3796023616786117,9,0.7789260001941055,0.04535518527543371
10,1.6081939976902944,0.8370799686955087,0.29122086003921793,9,0.9049545495596573,0.3801539559367611
10,1.1863436809554773,0.8787702212287003,0.43818841070646,6,0.8424727895116755,0.4857684814989179
10,1.2389533319570598,0.8542294416150611,0.36011141755769793,9,0.7460863940660457,0.20776772034222277
10,1.1529623387480579,1.4055406923999918,0.2312072210405657,9,0.6104402092444301,0.12400202541299558
10,1.964295626949362,1.0500727344233203,0.242952631295138,8,0.9099105139195509,0.41084768156331236
10,1.6006610019851044,1.5905903992928496,0.1002622428274354,10,0.2511334379867703,0.1992593262971719
10,1.5950679635586509,0.8253726083636383,0.388568130124875,8,0.8930955896517483,0.2338989446354066
10,0.7893617496506133,0.5583771738833458,0.40609135993986945,7,-0.032434243585557354,1.819772699301441
10,1.0268688063096145,0.6174310797584157,0.3161257353647525,7,0.2970985191078437,0.693729255598232
10,1.5385245221245536,1.0815195259508177,0.2995171001945155,10,0.4911944528173673,0.43506882738633634
10,1.391344472763416,0.5143708482341209,0.11263572340470814,6,0.7010062144653796,1.753650793157819
10,1.971726093599349,1.0096492754885467,0.28794890042502513,10,0.7848595324100964,0.2857005702930195
10,1.1486171481109049,0.7636933903819461,0.11551503499933698,10,0.5090761354267688,0.8190386982380052
10,0.8627680148224448,1.1381649517757917,0.24061096763423057,10,0.5610170733023172,0.22858238487983576
10,1.337626972091155,1.4349573941524834,0.4512013964153664,10,0.9023994927126863,0.08188198902238954
10,1.9134756811444547,0.6143626743471804,0.22546707532469915,8,1.42852100060015,2.2573645194399043
10,1.1154248281669668,1.1150869138088175,0.3269874680951269,9,0.6357538076407968,0.14760932680961583
10,0.9187231742632258,0.5122033139551825,0.16269732622111854,8,0.1213653608734134,0.3979467033299301
10,1.9953471288358369,0.9648380670224312,0.4901380224434133,10,1.3095816847657742,0.1661487749627336
10,1.9749980778293212,1.1325588197474374,0.22757171292614295,8,0.9322713777436145,0.4288726394368073
10,1.7236325769592882,1.264835253034131,0.42674288297105645,10,1.0689969082823194,0.41494955767649494
10,1.9845012434208622,1.342904285489215,0.13048885366973675,9,0.5354443986900768,0.2903379320149353
10,1.6284761219519093,1.360489342462003,0.3196180525246898,7,0.8763862844794457,0.2403854798346945
10,0.7073092129449599,0.831088017550717,0.20166903228504351,8,0.28691834166913555,0.2661999566492502
10,0.7439054883118038,1.0078621308388667,0.3962069185660385,8,0.7137021715456633,0.29723283505359643
10,1.5785477325385584,0.6916916589914146,0.38073084877451024,8,0.7353007008845186,0.35716515764094003
10,0.69995158088657,1.9050729280424181,0.14066166891570978,6,0.16940353312187717,0.029109170008278784
10,0.6219646589563812,0.9939144828252,0.19499284241854295,5,0.3897594022562224,0.22239139672296346
10,0.6784968665836626,0.9107607130708218,0.43866917101132963,8,0.25180343257251797,0.31026990847932645
10,1.4394501497484566,0.9374627241116748,0.3682898136868211,5,0.8136646366211405,0.46562078118784966
10,1.3975339152205382,1.2177249396119396,0.24707072574975256,8,0.8295282995172163,0.3202989710544286
10,1.8383333821590937,0.7994933627931557,0.46187100779463797,8,1.884229577873544,1.0127174704856001
10,1.3824619342034266,1.042722851910027,0.34882706513070016,9,0.5240564188110144,0.36651850132881586
10,1.6933022765340875,1.526489521481778,0.2087933564986978,9,0.673361737779937,0.08155074798202379
10,1.4639736851282223,0.6771623394451833,0.31409512873314505,10,1.289341023917434,1.1886412591321724
10,0.6490825958630351,0.7193950463385588,0.2632779513659943,8,0.2437902413881291,0.973197156850138
10,1.366094815860046,0.9447338081412932,0.3535772658043741,8,1.0870527864946762,0.3670306586508436
10,1.5588170929656766,1.6887594273370397,0.19249271533517134,9,0.45976441867390855,0.055487043266120556
10,1.5784978734248343,0.8406463046016291,0.12332234444020695,8,0.8113244417019544,0.6979818270982668
10,1.882107987890767,1.609272511076567,0.20417166105725726,10,0.7294813288212325,0.11352747765693876
10,1.5029544542422628,0.5147366114194858,0.28283077754261404,8,0.6247877177888911,1.0739074520840948
10,1.092492019490887,1.947555208950909,0.15296263258600185,9,0.35224476135691696,0.02513209322318462
10,1.822085938958047,1.6804186847678608,0.35983202740657216,10,0.7678975866212774,0.1580497953156118
10,1.3790018104530068,0.6702157851460485,0.21175544120551534,7,0.35286529392814203,2.8467641563157566
10,0.7402761934692551,0.9982565210245181,0.12183861051201816,7,0.22092538956692243,0.28020838942068166
10,1.6180135709275787,0.6588366007794468,0.3137608780154698,7,0.14750187530748515,1.850617182276776
10,1.3507019251450525,1.3900206248193312,0.1415560481252205,8,0.578158792964256,0.12926552343656333
10,1.948712103858466,1.7028295839563796,0.18118319580945796,10,0.643211557988835,0.16832540752420286
10,1.6108212810079912,1.0507904937275734,0.4486967005113345,9,1.114247863122913,0.13864346661380456
10,0.6068806111206311,1.6833044979947913,0.24444449024955422,9,0.36731257202341816,0.04906683061048063
10,1.1127676305216057,1.0304590581966706,0.19790841547772328,8,0.17910783779365164,0.1520031953119158
10,1.9504517323632276,1.606536859874707,0.3477291086980568,10,0.9916906142011926,0.10555096809604092
10,1.9551653153690427,1.3355049831164227,0.19670104031681573,9,0.6712793351329109,0.3673472077829258
10,1.3836290999580942,1.5165752225228333,0.4327573613163741,8,0.6401673241782837,0.1737677915484717
10,1.5304562037832903,0.5734803270553628,0.2803454773657724,5,0.8848932579744975,2.6043232725641037
10,1.369384853857975,0.8132879156514401,0.24705825866021192,6,0.6112331705870574,0.3198187342797061
10,0.7546656558428251,1.2135269413638303,0.17547178065179436,6,0.4096953637584196,0.1205994978751526
10,1.8722708833427655,0.9150518749813661,0.25063429160573364,6,1.0885745726621072,0.6289256991977815
10,1.0408376052828372,1.6051823287712674,0.4732873875040985,10,0.6650626061752637,0.07117804751571485
10,1.940361842366018,0.7574770565210153,0.10611555353016372,9,0.7955627319465487,1.0890530690157687
10,0.8299946753488066,1.714360590049028,0.28759430079681225,8,0.38838012432493013,0.06695787452639718
10,1.4534261546790717,1.2948389488948633,0.4394687121987063,9,0.901716482404255,0.23519741775507974
10,0.6434606886533478,0.9378220409174747,0.2569192609667845,8,0.5493777246028677,0.18624021463415305
10,1.315534008390539,0.748648671076076,0.21267843650290388,7,0.4796326534975702,1.2229035374848534
10,1.973546329035318,1.591503973541462,0.25821905577730697,10,0.7541908584293274,0.1175833086600387
10,1.952015986485284,1.3272091210694092,0.33066630101696004,10,0.7555266550257138,0.5468704258629935
10,1.3341407746241876,0.6948917599675903,0.1641674249784121,5,0.42429041864144323,0.8335071368679304
10,1.7941142287169791,0.6490650389205157,0.13866559491860997,7,-0.0073366170110503726,1.0488080466357632
10,0.880786589256561,1.9923173403863201,0.3696153963789329,9,0.5470742519028458,0.022577603799133778
10,0.8119380707570628,1.4215397597358606,0.18908369573229963,9,0.32923710288692937,0.04082517814158357
10,1.8792514782770813,1.225967753938181,0.44233156828131304,10,0.8837226296616547,0.4551936191948848
10,0.6502839853156175,0.771060480833301,0.39897269521239176,8,0.32097564819543956,0.44196681630966994
10,1.9383958773676448,1.8121209371580789,0.3635982394926458,10,0.9057445358864676,0.12336200786173036
10,1.6179039716460863,1.1216696394576946,0.30846559424872894,8,0.8644523152229893,0.7092258809676573
10,1.072226744200039,1.1736888711495794,0.13615700736256897,6,0.604815911651275,0.14360255036720948
10,1.778623543876467,1.0122857014820406,0.398567605365723,9,1.2988450323280851,0.4846655847941242
10,1.4638992310436485,0.6014809822584629,0.34912464266630405,8,1.016834629370662,2.1353701133624154
10,1.1917903545722204,1.0505891837512036,0.35228426616884745,8,0.3816546969351334,0.1772371488342488
10,1.7669388899359082,1.2983371324302966,0.24892232907454562,7,0.9388410189216193,0.07065722699482112
10,1.2078623991787494,0.5168571110227196,0.13718631605531903,6,0.2989486975342669,2.19703634056836
10,0.5619042381088561,1.6347095638352316,0.37014248212573053,5,0.5275410290670504,0.032010453292930265
10,1.3469844022444564,1.9322598670214068,0.1555003601432673,9,0.37753121268461687,0.08341356232140869
10,1.4847581147787963,1.0459818853905036,0.4337723830402255,7,0.9227442447813015,0.47933554678324053
10,1.6839645270800125,1.9705672167387087,0.22814177454694523,9,0.5708052391838188,0.12134101523253
10,1.771384423581093,1.6567389898776752,0.4428172393823897,10,0.9376075905312787,0.13109121515459674
10,1.2684841379281357,1.101194268835615,0.4754630099637568,6,0.652147624109532,0.10855134982523204
10,1.6323103534262178,1.0419296029200011,0.11694995420660544,9,1.03444979200892,0.46841272647011345
10,1.0241096784398627,0.8826597426876126,0.26083978179122425,5,0.4890356715269309,0.46570882634811195
10,0.6290534074882521,1.6766865295377815,0.1368445999256197,9,0.24598258007856497,0.02829498017080762
10,1.5246734888071365,1.7544007563829103,0.464429905051152,8,0.7799930346516326,0.06600455551496417
10,0.7098611755770152,0.6330046595422798,0.4062662921931216,7,0.19674486476991176,0.7082636797279719
10,1.6520740625884534,0.9622535892939278,0.21780177754747682,10,0.7703973967805134,0.4173065785919793
10,1.8846272052540245,0.8360181398528899,0.299574945678586,9,1.4701842630995285,0.4430049647697984
10,0.9810353687170352,1.1617591836446104,0.13299771003841296,8,0.2813805341970758,0.06812541068455373
10,1.8327299800807964,1.7042537925373622,0.4659385258878983,10,0.8892997147251828,0.0970739298261612
10,0.56152317420776,1.2003112761983856,0.3619546986915346,10,0.4765794360475129,0.06919695859903235
10,0.9764341701292433,0.7085789662154979,0.18040882905107702,8,0.6236436037717189,1.0842401328219584
10,1.8437490324586423,1.3502041065683268,0.47765125942343645,9,1.1939367903060794,0.1218237802059129
10,0.8309983019711636,1.3735547107180335,0.4582583288493216,9,0.6959285320135126,0.047241519373957
10,1.123445112538342,1.3752661286523684,0.2055976784071088,8,0.48629005591397284,0.15644816435027895
10,1.390305755329718,1.6657270364841392,0.3698769322509865,9,0.7955752899599327,0.023012064460740222
10,1.41056332394355,1.4757290693435503,0.4295822692746044,10,0.9546452694830463,0.13416802159229219
10,1.3657668207290368,0.726794466908089,0.3811550274806704,5,0.9820403166492847,1.8952465351568464
10,1.5927344233986727,0.6704205242186349,0.36991815432815245,10,0.3219032865403375,2.9760173090441104
10,1.3870984368258696,1.088532114290063,0.19562945743966154,8,0.691787370550087,0.1319547465265255
10,0.5819436666565834,1.0129484703137117,0.4799191622086829,8,0.2980160093768196,0.15949786947876868
10,0.7137288225404104,0.5110424137991825,0.4918836316454145,7,0.764163346423339,1.9599417834483723
10,1.5799798343447398,1.9345251441799418,0.3755700636839999,8,0.7061347492341267,0.13300982158045177
10,1.9912285854118636,1.3967419788815154,0.10185371156751524,7,0.8212766092300274,0.41521833481648934
10,1.8381474073659922,0.6923939308235068,0.1544403907103763,5,0.27708231153174767,1.221833176930391
10,1.410907238201571,1.6516044406353936,0.41516044048525125,10,0.709927399115778,0.0923394530983282
10,1.5451922269435727,1.225045854765299,0.2627761386430171,7,0.777211698050491,0.026735668607043524
10,1.544454098880668,0.7961204328835022,0.44958471554035784,8,1.0286552967973501,1.104331011794426
10,1.6873802127550128,1.8613721963562408,0.495611286313127,9,1.037334340340031,0.08282852394576222
10,1.3732457015765067,1.990459196719349,0.4504202784915833,9,0.7542662601749655,0.09227940129710285
10,0.5172791106012404,1.2390526103203985,0.2827566782639935,9,0.44351909992266586,0.08306834918573322
10,0.7822624207917905,1.4389956292540949,0.30489751270691234,7,0.5120013432550725,0.07217323909566746
10,1.2286477626152197,0.7899805352474303,0.34489398310623354,9,0.20351019820974958,0.9304212855404416
10,0.7236715218369579,1.4141149998262266,0.2870533695002929,9,0.45500088811008316,0.09752169325469627
10,1.952075442184418,0.9486007992424171,0.1743410694693996,7,1.1484602525626044,1.6959450881630325
10,1.4695489264448316,0.8904593224082811,0.2684024385964703,6,0.6901406025947219,0.32769235885649106
10,1.437277241390131,0.9572722839911852,0.3612775035060658,9,1.0738055959052262,0.2306457192861827
10,1.3540859900918403,1.057853024543121,0.10046860662087492,9,0.2581389899534903,0.4982558363802723
10,1.7548909029599202,1.5799047411819511,0.42930172362884933,9,0.9368006281318636,0.10335950458604888
10,1.1159606623245881,0.6870536999007506,0.33051344381409864,6,0.4542843938292363,1.500131961460682
10,1.475941480644197,1.9557562854368957,0.2762248113635229,10,0.4739119855113478,0.04975015177832956
10,1.712331068954463,1.633233515401574,0.4515273195577282,10,1.120689808101416,0.09708061454969001
10,1.0906448057751708,0.7277906135553638,0.4347109404233892,8,0.5708153580840942,0.5363930010997832
10,0.7088767526431932,1.922171650947655,0.3163383679441185,10,0.4590622866407186,0.03886770894436364
10,1.684831185221455,1.1742762647735514,0.18675170257513482,9,0.8514835782307497,0.205756409435046
10,0.5228659804674349,1.1927515946596041,0.3517559323607249,6,0.44638904242299604,0.10559203272633672
10,1.1880492819829698,0.7230325936867781,0.27607173359552695,8,0.63255604030005,1.0575375016094244
10,1.5543022940212436,1.3761574011716995,0.4695897338531483,9,0.8791654430287263,0.22579331080209847
10,1.551005820539101,1.2895369889125203,0.11550604161313371,9,0.6244587634317895,0.18296352934087695
10,1.0677133532297483,1.663096698124803,0.31076230388816595,9,0.5570467172938491,0.06247624344388211
10,1.6060916388107571,1.783216598692464,0.2865924948895074,10,0.7323360555645712,0.08312688971251303
10,1.6848416099450063,1.950658079134377,0.16991470949473922,10,0.4509040583082364,0.18237184034453252
10,0.8563473233915577,1.6192231143164661,0.1172646388671995,8,0.3369936103009947,0.044553059211572384
10,1.8053297536787376,0.5592251135220381,0.1592821499800568,9,1.0216816251110845,2.7620778890854605
10,0.5744010364457535,1.077602993779476,0.2287849077077645,8,0.28605874494304123,0.1339483297643279
10,1.401232556712339,0.5061126111485977,0.1679497197335528,7,0.31249819761578707,3.047685141038665
10,1.7031330381959908,0.5218192836908393,0.36591977107245455,8,0.5990194477559001,2.4581750602269263
10,0.5364688045589383,1.0882007723620926,0.2072145287882656,8,0.3501081998683661,0.1489118246062209
10,1.2353420264111141,1.0280043812346324,0.1433712222987178,8,0.32784083352879223,0.48666794086216636
10,0.9097229772665725,0.7303456322986206,0.18592189326033723,9,0.4081305273763262,0.30525800812605786
10,0.7702577440007196,1.20626382819583,0.34155845105993166,5,0.517842676621582,0.09513728656869891
10,1.7848849636881225,0.6977167167038774,0.2806828044498506,8,0.41679550301799184,0.9785658087299853
10,1.9478757307469319,1.4096344657093847,0.3158657074664034,10,0.8796119855210657,0.3204062191561591
10,0.5077598883863192,0.6387809236503617,0.29661595037665817,6,0.1465074464527787,0.5972774898630748
10,1.6361918528552257,1.6716832343700756,0.3972435332592865,9,0.8231004589277553,0.11080612998690344
10,1.1244963790644502,1.0085425357201938,0.26142071877121587,8,0.6633546447894955,0.202445322767891
10,0.6013406963986272,1.2546646132622163,0.4487388709486855,9,0.3231843151450481,0.11086350895223433
10,1.491892881305001,1.921902211591862,0.448711597297764,8,0.7972117517566933,0.10902568948247504
10,1.8916295973587118,1.3672892854304384,0.24659286880326603,10,0.8159151743602656,0.27922048571980457
10,0.5390186351389954,0.5499661094671198,0.2562000399860019,6,0.4157113779428252,0.8970400708606254
10,1.2405555518994955,1.1154986928694473,0.26112270403612464,9,0.575122797283806,0.1193148837293555
10,1.5468369754521434,0.895532800839169,0.21045649209059059,8,0.827834676695959,0.8839948879098332
10,0.8147676216528592,1.4874238012413807,0.1281049192019361,8,0.2951474411966562,0.05010870614157879
10,1.0324184021071665,1.929759455809807,0.21329927989182057,8,0.3800041622715924,0.05423113911853351
10,1.5370127774350881,1.3670963577995912,0.477673606991711,9,0.7777349996168889,0.08454694320535014
10,1.9364704715553576,0.9023463220456771,0.25726712830083676,8,0.9124031797662506,0.9098120499892728
10,1.8038037727169485,0.7865791927382665,0.4472717133335924,8,1.4291073027454528,0.9767757437772834
10,1.8529925959673645,0.748606840899299,0.3910195317028876,5,0.8987768127596405,0.6593835456709312
10,1.0519598936551897,1.5683058887897472,0.3749114109788122,10,0.5746682989627571,0.08298676968718295
10,1.9159200805589767,1.2553050035030395,0.3339761996346134,10,0.9496698143936709,0.2818635554336205
10,1.0060208397012844,0.5019399684573151,0.3622446408108364,4,0.07659639436970678,1.7409485221700847
10,1.9516383181429604,1.1053143395729093,0.2273382423654019,10,0.9698221205846611,0.4076316182906661
10,1.7758717435545694,0.7280061257093856,0.38084453419272446,9,1.05003198687308,1.3822210419050085
10,0.8624603519364715,0.774543272580383,0.3720537012246202,7,0.5269748121322718,0.2545566136858625
10,0.6602460728025592,1.2797348029056705,0.24091092076732742,9,0.30897552457705313,0.0973619477875961
