N,v_est,a_est,tau_est
10.0,0.5,2.0,0.1
10.0,1.5381264985549248,1.9793706438214045,0.48405546825445844
10.0,0.9642737386626083,1.914214414942364,0.1
10.0,0.5,1.524280104093793,0.32210261026352105
10.0,0.5155146047643009,2.0,0.1
10.0,0.5,2.0,0.1
10.0,0.5,2.0,0.1
10.0,0.5,0.735449560250635,0.1
10.0,0.5,0.5,0.32758290137042434
10.0,0.5,2.0,0.1
10.0,0.5,0.5,0.5
10.0,0.5,2.0,0.1
10.0,0.5,2.0,0.5
10.0,0.8582311584741994,2.0,0.1
10.0,1.8194421620333812,1.0145014384164115,0.4706020009398737
10.0,0.9087916051221068,2.0,0.49647305149741283
10.0,0.5,2.0,0.1
10.0,0.5,2.0,0.1628184719746567
10.0,2.0,0.9229133452491655,0.29196199226496933
10.0,0.5,2.0,0.1
10.0,2.0,1.522261218861712,0.3835128699890253
10.0,0.5,2.0,0.1
10.0,2.0,0.9229133452491655,0.1844423349479777
10.0,2.0,1.522261218861712,0.42192912778907016
10.0,0.5,1.524280104093793,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.7397817430006667,1.6542384875007825,0.1
10.0,2.0,1.522261218861712,0.2972430991566278
10.0,1.3954122279313195,1.3227823674977717,0.5
10.0,2.0,0.9229133452491655,0.1995101456144789
10.0,0.6822108229698177,1.7938376091641945,0.1
10.0,2.0,1.522261218861712,0.5
10.0,0.8572625608460888,2.0,0.1
10.0,0.638058241993061,1.9179682215207936,0.1
10.0,0.5,0.5,0.5
10.0,0.5,0.735449560250635,0.4775150687233055
10.0,0.5,0.735449560250635,0.2759772618946677
10.0,0.5,0.735449560250635,0.5
10.0,2.0,1.522261218861712,0.31909414734305647
10.0,0.5,2.0,0.1
10.0,1.0278840668837228,1.1905772947062836,0.1
10.0,1.071361298832354,1.7228797535528346,0.316944819243122
10.0,0.616322796989573,1.9856079275334988,0.1
10.0,0.5,1.524280104093793,0.1
10.0,2.0,1.522261218861712,0.4082223995971202
10.0,1.3398231833119942,2.0,0.10497083367342053
10.0,0.5,0.5,0.36211391775564505
10.0,0.5,1.524280104093793,0.1
10.0,2.0,0.9229133452491655,0.3792718254939066
10.0,2.0,0.9229133452491655,0.16143467647799012
10.0,1.4685597614620332,2.0,0.271352346541086
10.0,0.5,2.0,0.1
10.0,2.0,1.522261218861712,0.5
10.0,0.5,2.0,0.1
10.0,0.5,0.735449560250635,0.47109780978752314
10.0,0.7463304097385122,2.0,0.4507560169260749
10.0,0.5,2.0,0.1
10.0,0.6317824915711026,1.9370201737924995,0.1
10.0,0.5,1.524280104093793,0.3845573447056946
10.0,0.5,0.735449560250635,0.165230595670515
10.0,0.5,0.5,0.4653645281812523
10.0,1.7990113127833935,1.0260228367560988,0.1701399579911693
10.0,0.5,1.524280104093793,0.36846057056537695
10.0,1.49158640605558,1.2374922988065575,0.2691149061671655
10.0,2.0,1.522261218861712,0.5
10.0,0.5,0.735449560250635,0.5
10.0,0.7591679861519045,2.0,0.19064889632407656
10.0,0.5,0.5,0.42685917064113277
10.0,2.0,0.9229133452491655,0.1
10.0,1.0352804390188135,1.18207143253083,0.46859613598281197
10.0,0.5,1.524280104093793,0.1
10.0,1.533776543100938,1.9849843521326194,0.1821333379355623
10.0,0.7806348435938887,2.0,0.5
10.0,1.0190380419841478,1.200912410727403,0.1
10.0,2.0,1.522261218861712,0.5
10.0,2.0,1.522261218861712,0.13061097721530568
10.0,0.5,2.0,0.1
10.0,1.4886280325803374,1.2399515863602524,0.5
10.0,2.0,0.9229133452491655,0.5
10.0,0.6724495818356907,1.8198768572082153,0.1
10.0,2.0,0.9229133452491655,0.5
10.0,2.0,1.522261218861712,0.5
10.0,0.5,0.5,0.5
10.0,0.5743438575270399,2.0,0.1
10.0,0.7322046040538334,1.6713571928484359,0.1
10.0,0.6659897123856522,1.837529032150377,0.1
10.0,0.5,1.524280104093793,0.20987967220741444
10.0,0.7292947854492609,1.6780257531503453,0.1
10.0,0.5,1.524280104093793,0.2669929350141028
10.0,0.5,0.5,0.21490581064594952
10.0,2.0,1.522261218861712,0.36395894028357073
10.0,0.6853659947299882,1.112019064131063,0.4822083189185567
10.0,0.5,2.0,0.10442098227733043
10.0,1.8053535644637857,1.022418393178605,0.5
10.0,1.7104084943659397,1.07917301427025,0.5
10.0,1.8027455777116246,1.0238975001904556,0.2369861491231164
10.0,0.5,1.524280104093793,0.1
10.0,0.5386571266703413,2.0,0.1
10.0,1.6638018856184484,1.1094029321959942,0.21253256807850893
10.0,0.5,1.524280104093793,0.5
10.0,0.5,0.735449560250635,0.5
10.0,1.0818810889020325,1.7061271422828945,0.5
10.0,0.7360817183010036,2.0,0.1
10.0,1.6161327060529764,1.1421256952384362,0.5
10.0,0.5,0.735449560250635,0.3205662919654844
10.0,2.0,1.522261218861712,0.12794352667914055
10.0,2.0,1.522261218861712,0.5
10.0,0.5,2.0,0.1
10.0,2.0,1.522261218861712,0.11309382780851135
10.0,1.1454484330919859,1.6114445986152053,0.33991113453713184
10.0,0.5,0.735449560250635,0.3126709405592441
10.0,0.5,2.0,0.1
10.0,1.093444370390554,1.6880846803747707,0.3177752239154471
10.0,1.2147026087784023,1.519570862167354,0.16955628885653662
10.0,2.0,0.9229133452491655,0.38924429088490997
10.0,2.0,1.522261218861712,0.3863675967323639
10.0,2.0,1.522261218861712,0.10493559947602915
10.0,1.260103444651622,0.9711706104894031,0.12680077805706572
10.0,0.5,2.0,0.1
10.0,0.7267353946695657,1.683935364368135,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.5,2.0,0.1
10.0,0.6892557078151664,1.7755027890901238,0.1
10.0,0.5,2.0,0.1
10.0,0.9404131552953132,1.9627827196001901,0.1
10.0,0.5,0.5,0.45566617573578394
10.0,0.5,2.0,0.1
10.0,1.7504077944191414,1.7393218011427583,0.4279453389133772
10.0,0.5,0.735449560250635,0.1
10.0,1.5608829449282107,1.1825529239690844,0.5
10.0,0.5911410110587798,2.0,0.1
10.0,1.5604789642102674,1.182859066243468,0.1
10.0,0.8055278179079121,1.5192218126004153,0.28284935184059057
10.0,1.875063880449582,1.6236899816946193,0.4223067706864014
10.0,0.5,0.735449560250635,0.2819932760790733
10.0,1.5041976907312944,1.227117088313669,0.27847003780942825
10.0,0.5,2.0,0.1
10.0,1.1881967750057527,1.029943404463617,0.1
10.0,1.142143310209774,1.071472748369334,0.12415199568954355
10.0,1.7869124455750176,1.0329698553889444,0.5
10.0,0.5,2.0,0.1
10.0,0.5,2.0,0.5
10.0,0.5,0.5,0.5
10.0,2.0,1.522261218861712,0.22869984013054984
10.0,1.8662518199113571,1.6313567146946075,0.5
10.0,0.5,0.5,0.1
10.0,1.5518715650734611,1.961839179377776,0.3951965513010717
10.0,0.5,2.0,0.1257976723530606
10.0,0.5,1.524280104093793,0.1
10.0,1.6651662578600706,1.1084939307324362,0.1
10.0,0.5,2.0,0.5
10.0,0.5141513535935213,2.0,0.1
10.0,0.5,0.5,0.3682372748339834
10.0,0.5,1.524280104093793,0.1
10.0,0.5,0.735449560250635,0.201055694163069
10.0,1.706850006976455,0.7169788948180241,0.36378148050772297
10.0,2.0,1.522261218861712,0.1
10.0,0.5,0.735449560250635,0.4268012741408349
10.0,2.0,1.522261218861712,0.4229664889004809
10.0,1.5800549990317134,0.7745144519476015,0.22462807783717967
10.0,0.5,2.0,0.39892193197927084
10.0,1.97129789698038,0.9363509661963091,0.3511056881047325
10.0,1.0975314619012704,1.6817984309085567,0.3268049113133953
10.0,0.5,1.524280104093793,0.26535850413894047
10.0,0.5,0.735449560250635,0.1
10.0,0.5,1.524280104093793,0.5
10.0,2.0,0.9229133452491655,0.40024325772678937
10.0,0.5,2.0,0.4140841082525347
10.0,0.5,0.735449560250635,0.5
10.0,0.5,2.0,0.1
10.0,0.5,1.524280104093793,0.5
10.0,0.5,0.735449560250635,0.11999957443949172
10.0,0.9985898115321299,1.2255036226981775,0.1176834301280722
10.0,1.8755650740665712,0.9841443072386915,0.31768995557158763
10.0,2.0,1.522261218861712,0.1
10.0,0.5248373853804207,1.4521451277608024,0.1
10.0,0.5,0.5,0.42854951976314304
10.0,0.5,1.524280104093793,0.1
10.0,1.9579675226647444,1.5549402135025743,0.5
10.0,1.316854712655018,1.4016934994877372,0.23614493954651095
10.0,0.5,1.524280104093793,0.5
10.0,1.6927965048444669,1.0904008161736631,0.23330591305837034
10.0,0.5,0.735449560250635,0.10477969281711791
10.0,0.5,1.524280104093793,0.2592724989123377
10.0,0.5,1.524280104093793,0.1
10.0,0.7307561630657782,2.0,0.1
10.0,0.5,2.0,0.1
10.0,0.5,2.0,0.11853210600669606
10.0,0.5,1.524280104093793,0.1
10.0,0.5,0.735449560250635,0.2793785688662158
10.0,1.0475528369530203,1.7620368399432924,0.1
10.0,1.3636166100941933,1.3536258482293115,0.44431230215715556
10.0,2.0,1.522261218861712,0.2937839230251072
10.0,0.5,2.0,0.20476732250283003
10.0,2.0,1.522261218861712,0.43641938714021317
10.0,0.5,0.5,0.4969937712035606
10.0,0.5,2.0,0.1
10.0,2.0,0.9229133452491655,0.29361841959698154
10.0,0.5,2.0,0.1317526487184043
10.0,0.5,2.0,0.1
10.0,2.0,1.522261218861712,0.2647119194885567
10.0,0.5,0.735449560250635,0.5
10.0,0.5,2.0,0.1
10.0,1.8828596939078999,0.9803315119393169,0.5
10.0,1.2072224719688764,2.0,0.33693644129804534
10.0,0.5,1.524280104093793,0.1
10.0,1.1022193432194485,1.1102830295534611,0.4139666686997708
10.0,0.5,1.524280104093793,0.1
10.0,1.7377352233938166,1.0622024953222795,0.3193050214008912
10.0,0.5,2.0,0.1
10.0,1.4695589536704479,1.256041267271447,0.5
10.0,0.7605358297806744,2.0,0.5
10.0,1.0112032042788228,1.210217121982813,0.1
10.0,0.5,0.5,0.5
10.0,0.5,0.5,0.3012337671810549
10.0,0.5,0.735449560250635,0.5
10.0,0.5,2.0,0.1
10.0,0.5,2.0,0.1
10.0,1.4033741149883774,2.0,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.5,0.735449560250635,0.30320454774654143
10.0,1.028760679880698,1.1895627968246536,0.1336090069263985
10.0,0.5,1.524280104093793,0.5
10.0,0.5327199502390034,1.430657987756915,0.1
10.0,1.5629141220457738,0.7830087490797362,0.5
10.0,0.5,2.0,0.1
10.0,0.5,1.524280104093793,0.5
10.0,0.5,0.735449560250635,0.5
10.0,2.0,1.522261218861712,0.1
10.0,1.8756631712699012,0.9840928364812058,0.3113469626987321
10.0,1.7676879465231337,0.6923028660285657,0.5
10.0,0.5,2.0,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.5,0.735449560250635,0.5
10.0,1.0678307306526,1.728576109970409,0.16278815166952032
10.0,2.0,1.522261218861712,0.10406979208835349
10.0,1.8859276343776998,0.9787367536546009,0.2990189583022129
10.0,0.5500335201295132,2.0,0.1
10.0,0.5,0.735449560250635,0.4177720651463569
10.0,1.1888673806133983,1.029362443261507,0.5
10.0,0.8906574683775433,0.8557050034456465,0.3299088163280425
10.0,0.5,1.524280104093793,0.34569240875810225
10.0,0.5,0.735449560250635,0.5
10.0,0.5,0.5,0.18796591441188418
10.0,1.5274632323759456,0.8011815968352649,0.41849778718654224
10.0,1.2852076466244435,0.9522005528338725,0.5
10.0,1.6398507085424652,1.856585128062945,0.5
10.0,2.0,1.522261218861712,0.5
10.0,0.5,1.524280104093793,0.2842361717670431
10.0,0.5,2.0,0.1
10.0,0.5,1.524280104093793,0.17492198204567766
10.0,0.5,1.524280104093793,0.1
10.0,0.5,1.524280104093793,0.5
10.0,0.5,0.735449560250635,0.5
10.0,1.828989749028685,1.0092055964111266,0.36474761090219376
10.0,2.0,1.522261218861712,0.5
10.0,2.0,1.522261218861712,0.42783057789609763
10.0,0.975322264375078,1.254739562831809,0.1
10.0,0.5,0.5,0.5
10.0,1.2762362444116897,1.4463048660314508,0.1
10.0,0.5,2.0,0.1
10.0,0.5,0.5,0.25125589282182836
10.0,1.0786447957471872,2.0,0.1
10.0,0.5,0.5,0.40677386452977016
10.0,2.0,1.522261218861712,0.35121458182321347
10.0,1.2132347392842455,1.521409361874427,0.5
10.0,2.0,1.522261218861712,0.5
10.0,0.5,1.524280104093793,0.1
10.0,0.525070073522835,2.0,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.518725528499034,2.0,0.1
10.0,0.5,1.524280104093793,0.41512972198936415
10.0,2.0,1.522261218861712,0.1
10.0,0.6686781288952109,2.0,0.1
10.0,0.830991785271634,2.0,0.29471436758890546
10.0,0.6516326636498094,2.0,0.1729625143209087
10.0,0.5,2.0,0.1
10.0,0.9720195068360766,1.2590029552035475,0.5
10.0,1.3131765236945763,1.4056196232515352,0.5
10.0,0.5,0.5,0.5
10.0,2.0,1.522261218861712,0.5
10.0,1.2599738694659597,1.4649721992097227,0.41738496194141245
10.0,0.6704457605950155,1.8253160860261448,0.1
10.0,1.0056558582329196,1.2168928581318692,0.1
10.0,2.0,0.9229133452491655,0.28062005522995714
10.0,2.0,1.522261218861712,0.21637546411662195
10.0,1.4768478998993668,1.2498421067085557,0.25095827673952886
10.0,0.5,1.524280104093793,0.1
10.0,0.8918533402501194,2.0,0.13942203350503524
10.0,0.5,0.735449560250635,0.24585531919245152
10.0,0.5,1.524280104093793,0.18602640581219
10.0,2.0,1.522261218861712,0.5
10.0,2.0,1.522261218861712,0.1
10.0,1.5277762064730183,1.2081787127445551,0.14476897095656333
10.0,0.5,0.735449560250635,0.1659973510862202
10.0,2.0,0.9229133452491655,0.3436646479733372
10.0,0.6149300567633366,1.9901050829478328,0.1
10.0,1.7125158126053432,0.7146067923076982,0.4591218615637073
10.0,0.9604323952036319,2.0,0.1
10.0,0.5,1.524280104093793,0.1
10.0,2.0,0.9229133452491655,0.2689241468818838
10.0,0.5,0.735449560250635,0.3589228634412508
10.0,0.8842156438196926,0.8619391178768948,0.1
10.0,0.5,0.5,0.5
10.0,0.5,0.5,0.5
10.0,0.5,0.5,0.4123437438915404
10.0,0.5,2.0,0.1
10.0,0.5,0.735449560250635,0.4819458794798831
10.0,0.5,1.524280104093793,0.5
10.0,0.5,0.735449560250635,0.3799434760917556
10.0,2.0,0.9229133452491655,0.11001498158551429
10.0,0.5,1.524280104093793,0.1
10.0,0.5,0.735449560250635,0.43892633938295234
10.0,0.5,1.524280104093793,0.1
10.0,2.0,1.522261218861712,0.5
10.0,2.0,1.522261218861712,0.4328847858358233
10.0,2.0,0.9229133452491655,0.21095235929236508
10.0,0.5,1.524280104093793,0.1
10.0,1.037020916971931,1.1800875098985484,0.1
10.0,2.0,0.9229133452491655,0.5
10.0,0.5,1.524280104093793,0.2559155527361404
10.0,0.7096655115360051,1.0739426386908886,0.1
10.0,1.1345000426980505,1.626995699452434,0.37352710252377475
10.0,2.0,1.522261218861712,0.3571074521811068
10.0,0.5,2.0,0.4516523600606642
10.0,0.5,1.524280104093793,0.1919471388994488
10.0,2.0,1.522261218861712,0.48433250449173165
10.0,0.9849946992314396,1.2424182917704927,0.24751375551479216
10.0,0.5,0.735449560250635,0.2565167935721909
10.0,0.9401251720332603,1.3017154183579502,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.5917510820628477,2.0,0.1
10.0,0.6270438828139724,1.9516583530489169,0.1
10.0,0.5,1.524280104093793,0.1
10.0,1.9358961917046291,0.953474002587407,0.27274226440014676
10.0,1.2884192614770473,0.9498270230912071,0.30725434433375265
10.0,2.0,0.9229133452491655,0.1
10.0,0.5,1.524280104093793,0.1
10.0,2.0,1.522261218861712,0.11454353553662877
10.0,0.8363497934401423,2.0,0.280794112461478
10.0,0.5,2.0,0.1
10.0,0.5,0.735449560250635,0.1
10.0,0.5,2.0,0.1
10.0,2.0,1.522261218861712,0.30473879573859924
10.0,0.5,0.5,0.455550712387069
10.0,0.5,0.5,0.23962836359141002
10.0,0.5,1.524280104093793,0.1
10.0,2.0,1.522261218861712,0.24514626174299564
10.0,0.5,1.524280104093793,0.39761899642394893
10.0,1.6092966773215058,1.146977258146399,0.2651740203723258
10.0,2.0,0.9229133452491655,0.19687138949045038
10.0,2.0,1.522261218861712,0.17910796544612634
10.0,0.5,0.735449560250635,0.4790890301392139
10.0,0.5,0.735449560250635,0.1272293530574285
10.0,0.5,1.524280104093793,0.1
10.0,1.0026427150336865,1.840961553723866,0.1
10.0,0.5,0.735449560250635,0.5
10.0,1.6479501298062356,1.8474602978922645,0.28321257594153415
10.0,0.545798328991462,1.3963766680180123,0.1
10.0,1.9599165962109113,1.553393875846233,0.10508270165609679
10.0,0.5,0.735449560250635,0.5
10.0,1.6265733130166602,1.134794648188984,0.3931719845698708
10.0,0.5,2.0,0.29118898260813364
10.0,2.0,0.9229133452491655,0.2893043202822134
10.0,2.0,1.522261218861712,0.1
10.0,2.0,1.522261218861712,0.39700351965194886
10.0,0.5,1.524280104093793,0.1
10.0,1.9022044954661907,0.9703618590418467,0.5
10.0,0.5,0.5,0.1
10.0,0.9205782932472744,2.0,0.3578832901422253
10.0,0.5,0.735449560250635,0.1
10.0,0.5,2.0,0.1
10.0,1.4494890574802795,1.2734326492309127,0.2986902134122818
10.0,1.0199945187211765,1.8096437349609935,0.15512183110913602
10.0,2.0,1.522261218861712,0.3984567628687518
10.0,0.5,0.5,0.4679806347307207
10.0,2.0,1.522261218861712,0.2608638217719667
10.0,0.5,0.735449560250635,0.42149707166050077
10.0,0.5,1.524280104093793,0.40334942569465615
10.0,0.7866473882321012,1.5556848594799364,0.1
10.0,2.0,1.522261218861712,0.5
10.0,0.5765077522156461,1.3219944556128251,0.1
10.0,1.533861073899801,1.9848749600136903,0.1
10.0,0.5,0.735449560250635,0.5
10.0,0.9228121792520628,2.0,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.5,1.524280104093793,0.18286034882683644
10.0,1.212917536542523,1.008951882343579,0.19013492505846474
10.0,0.5,1.524280104093793,0.1
10.0,1.6691963805747647,1.1058175730423918,0.5
10.0,1.3918553657315025,1.3261627148509354,0.12026053697242461
10.0,1.2388842121350072,0.9878045257459094,0.34233091612893624
10.0,0.5,1.524280104093793,0.1
10.0,0.5,2.0,0.1
10.0,0.5,1.524280104093793,0.1
10.0,0.5,0.5,0.2179031018252738
10.0,0.5,1.524280104093793,0.1
10.0,0.5135435447366594,2.0,0.1
10.0,2.0,1.522261218861712,0.1
10.0,0.5,0.5,0.4151603948362633
10.0,0.5582991554906442,2.0,0.23507993128118432
10.0,0.5,2.0,0.1
10.0,1.8307478120964495,1.0082364585128818,0.3110587250868092
10.0,1.5047645370232987,1.2266548320906845,0.5
10.0,0.5,2.0,0.1
10.0,0.8690215353822937,1.408222215210997,0.1
10.0,2.0,1.522261218861712,0.41580877868151317
10.0,0.5,0.735449560250635,0.377775596213207
10.0,0.6616069263477818,1.1519529522674135,0.26662556615426236
10.0,2.0,1.522261218861712,0.27080724457244915
10.0,2.0,1.522261218861712,0.33029222623088
10.0,0.7856639002016268,2.0,0.1
10.0,0.5,0.735449560250635,0.2229319691398624
10.0,2.0,1.522261218861712,0.22883078662269823
10.0,0.5,1.524280104093793,0.1
10.0,0.684570475366069,2.0,0.1
10.0,2.0,1.522261218861712,0.4124637676286315
10.0,0.5,2.0,0.1
10.0,0.5531805584492401,2.0,0.1
10.0,1.2900910483854882,1.43077241936399,0.4552982381281841
10.0,0.5,0.735449560250635,0.5
10.0,1.10196035496856,1.6750391084178289,0.1
10.0,0.5,0.5,0.5
10.0,0.5,2.0,0.11101663337244883
10.0,0.5,0.735449560250635,0.1
10.0,0.6974325846380722,2.0,0.1
10.0,0.5666171127451689,2.0,0.1
10.0,2.0,1.522261218861712,0.2963302945765072
10.0,0.5,0.5,0.5
10.0,2.0,1.522261218861712,0.5
10.0,2.0,1.522261218861712,0.5
10.0,0.5,0.5,0.46729688384351376
10.0,2.0,1.522261218861712,0.5
10.0,1.9709797124363058,0.9365021257457417,0.4737419453762225
10.0,0.5,1.524280104093793,0.1
10.0,0.7997980045275213,2.0,0.1
10.0,2.0,0.9229133452491655,0.37436514483865635
10.0,2.0,1.522261218861712,0.40682242994594436
10.0,0.688128601460656,1.107554678630041,0.22346965610690517
10.0,0.5012061582613352,2.0,0.42210927736331605
10.0,0.5,0.5,0.2360713071984966
10.0,0.5,0.735449560250635,0.47934880971663985
10.0,1.0223427567829726,1.8054871306631375,0.1
10.0,1.2454175729040136,2.0,0.2458255048652922
10.0,2.0,1.522261218861712,0.4387853177644792
10.0,0.7309482875669274,2.0,0.1
10.0,2.0,1.522261218861712,0.1687978268947648
10.0,0.9504184205250693,1.287617543172224,0.47648095788604505
10.0,0.6283284736574848,1.2129643713430616,0.1
10.0,0.5212093161332325,2.0,0.1
10.0,1.9706505978946056,0.6210007156669817,0.17168333121067336
10.0,0.5,2.0,0.1
10.0,2.0,1.522261218861712,0.5
10.0,0.7438706603293763,1.645145449183657,0.26523665962706655
10.0,1.1031012949095471,1.1093953359219504,0.20227555830495586
10.0,1.3921242799895368,1.3259065422752372,0.18023078103673218
10.0,0.5,2.0,0.5
10.0,0.5,1.524280104093793,0.1
10.0,1.2003333861788898,1.5377616850051032,0.4600286615878494
10.0,2.0,0.9229133452491655,0.4022989398235096
10.0,1.59626568471754,1.9072780094637902,0.1
10.0,0.9093959436558421,2.0,0.1
10.0,1.0298506934249245,1.1883037409551718,0.3350382340741261
10.0,0.5,0.735449560250635,0.1
10.0,2.0,1.522261218861712,0.1
10.0,0.5,1.524280104093793,0.1689130844221236
10.0,1.0500208591173423,1.7578952593855617,0.1
10.0,2.0,1.522261218861712,0.36249263654828073
10.0,1.8589496822990246,1.6377648446934627,0.3501447476731075
